id,owner,created,modified,title,type,description,tags,snippet,categories,accessInformation,licenseInfo,culture,url,access,license,source,extent,industries
"8007e8f6bf09468ba2e5e68d172b91b1","baltimore_city","Tue, 30 May 2023 20:27:52 GMT","Thu, 06 Jun 2024 19:38:24 GMT","Baltimore City Line","Feature Service","","City Government,Boundary,Jurisdiction,Administration,Geographic,City Limit","This dataset represents the Baltimore City administrative boundaries or City limit.","","","","en-us","https://services1.arcgis.com/UWYHeuuJISiGmgXx/arcgis/rest/services/Baltimore_City_Line_New/FeatureServer","public","none","Baltimore City","-76.71129589244511,39.19724131443622,-76.52967640072026,39.3719797996088",""
"39d1809c7dbf47bf831af29815c837d1","jacobfrance","Thu, 19 Mar 2020 15:56:40 GMT","Fri, 17 May 2024 17:24:13 GMT","Rate of Dirty Streets and Alleys Reports per 1,000 Residents","Feature Service","The rate of service requests for dirty streets and alleys through Baltimore's 311 system per 1,000 residents. More than one service request may be made for the same issue but is logged as a unique request. Source: CitiStat Years Available: 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022","sustainability","The rate of service requests for dirty streets and alleys through Baltimore's 311 system per 1,000 residents. More than one service request may be made for the same issue but is logged as a unique request.","","Baltimore Neighborhood Indicators Alliance - Jacob France Institute (bniajfi.org)","","en-us","https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Dirtyst/FeatureServer","public","none","Baltimore Neighborhood Indicators Alliance","-76.71209692528068,39.197164383281496,-76.52895084597277,39.37256605526499",""
"826b7676ae3940958156132080ed9e8d","jacobfrance","Wed, 26 Feb 2020 15:50:31 GMT","Wed, 14 Jul 2021 17:04:59 GMT","Percentage of Students Passing H.S.A. Algebra","Feature Service","The percentage of high school students who have successfully passed the H.S.A. exams out of all high school students that took the exam in the school year (considering only the highest score per subject area). In Maryland, all students who entered 9th grade in or after 2005 are required to take and pass the High School Assessments (H.S.A.) in order to graduate, including students in special education, English language learners (ELLs), and students with 504 plans. There are currently three H.S.A. exams: English, Algebra/Data Analysis; and Biology (a H.S.A. in Government has since been discontinued). Students can retake the HSAs as many times as necessary to pass. Source: Baltimore City Public Schools Years Available: 2009-2010, 2011-2012, 2012-2013, 2013-2014","education,2010,2011,2012,2013","The percentage of high school students who have successfully passed the H.S.A. exams out of all high school students that took the exam in the school year (considering only the highest score per subject area).","","Baltimore Neighborhood Indicators Alliance - Jacob France Institute (bniajfi.org)","","en-us","https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Hsaalg/FeatureServer","public","none","Baltimore Neighborhood Indicators Alliance","-76.71209692528068,39.197164383596785,-76.52895092488556,39.37256605526499",""
"6d97c9d574304cba9bceb89d90a6ae48","baltimore_city","Fri, 30 Jun 2023 19:52:04 GMT","Fri, 30 Jun 2023 19:52:20 GMT","Universities and Colleges","Feature Service","This dataset represents the locations of institutions of higher learning within the City of Baltimore.","Education,Private School,Boarding School,High School,Pre K-12,Primary School,Tuition,Scholarship,Grants,Geographic","This dataset represents the locations of institutions of higher learning within the City of Baltimore.","","","","en-us","https://services1.arcgis.com/UWYHeuuJISiGmgXx/arcgis/rest/services/Universities_and_Colleges/FeatureServer","public","none","Baltimore City","-76.68769110751114,39.2607156111959,-76.58475723296375,39.35472729488776",""
"74337e706ee94cd8a8b8272564497946","jacobfrance","Thu, 27 Feb 2020 19:03:56 GMT","Mon, 08 Jul 2024 21:13:50 GMT","Percent of Family Households Living Below the Poverty Line","Feature Service","Percent of family households living below the poverty line measures the percentage of households, out of all households in an area, whose income fell below the poverty threshold. Federal and state governments use such estimates to allocate funds to local communities. Local communities use these estimates to identify the number of individuals or families eligible for various programs. Source: American Community Survey Years Available: 2011-2015, 2012-2016, 2013-2017, 2014-2018, 2015-2019, 2017-2021, 2018-2022","census","Percent of family households living below the poverty line measures the percentage of households, out of all households in an area.","","Baltimore Neighborhood Indicators Alliance - Jacob France Institute (bniajfi.org)","","en-us","https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Hhpov/FeatureServer","public","none","Baltimore Neighborhood Indicators Alliance","-76.71209692528068,39.197164383281496,-76.52895084597277,39.37256605526499",""
"7451b8b352b948c2ae71e53048472aee","baltimore_city","Wed, 12 May 2021 19:26:50 GMT","Tue, 29 Mar 2022 14:40:40 GMT","Police Department - Baltimore, Maryland Incident Report 5/12/2021","PDF","Police Department - Baltimore, Maryland Incident Report 5/12/2021","Police,Public Safety,Department,Incident","","","","",,,"public","none","Baltimore City","-8539852.472304652,4758925.557563297,-8518445.734225107,4770635.271085186",""
"6c72118ae9314ba9a0b722f08179daaf","jacobfrance","Tue, 24 Mar 2020 20:26:25 GMT","Thu, 04 May 2023 16:10:18 GMT","Number of Businesses by Selected Neighborhood Industry (NAICS Sectors)","Feature Service","The number of businesses (both for-profit and non-profit) that provide products and services to local residents. The industries included in this indicator are: Retail Trade (NAICS 44-45); Finance and Insurance (NAICS 52); Professional, Scientific, and Technical Services (NAICS 54); Health Care and Social Assistance (NAICS 62); Arts, Entertainment, and Recreation (NAICS 71); Accommodation and Food Services (NAICS 72); and Other Services except Public Administration (NAICS 81). The primary industry reported by each business was used to determine their inclusion. Source: InfoUSA Years Available: 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021","workforce, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, business","The number of businesses (both for-profit and non-profit) that provide products and services to local residents.","","Baltimore Neighborhood Indicators Alliance - Jacob France Institute (bniajfi.org)","","en-us","https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Neiind/FeatureServer","public","none","Baltimore Neighborhood Indicators Alliance","-76.7120969241044,39.19716371362919,-76.52878326758561,39.372566055262084",""
"78b60dc9ceca4b60be5be52a43730b01","baltimore_city","Tue, 05 Apr 2022 15:56:48 GMT","Tue, 05 Apr 2022 16:02:45 GMT","Police Department - Baltimore, Maryland Incident Report  4/5/2022","PDF","This document contains police department incident report citywide in the city of Baltimore.","Public Safety,Police,Incident,Report,Department"," ","","","This work is licensed under a Creative Commons Attribution 3.0 Unported License",,,"public","CC-BY-3.0","Baltimore City","-8539852.472304652,4758925.557563297,-8518445.734225107,4770635.271085186",""
"710b935a4e864284ad5da9019fe5fca2","baltimore_city","Mon, 05 Jun 2023 01:10:50 GMT","Fri, 16 Jun 2023 15:32:25 GMT","Homeless Shelters","Feature Service","This dataset represents the location of Baltimore City's Transitional and Emergency ""Homeless"" Shelter Facilities. The data is broken down into two categories: Emergency Shelter and Transitional Housing.","Community,Health,Homeless,Shelters,Transitional Housing,Emergency,Geographic","This dataset represents the location of Baltimore City's Transitional and Emergency ""Homeless"" Shelter Facilities. The data is broken down into two categories: Emergency Shelter and Transitional Housing.","","","","en-us","https://services1.arcgis.com/UWYHeuuJISiGmgXx/arcgis/rest/services/Homeless_Shelter/FeatureServer","public","none","Baltimore City","-76.67631966621622,39.273639852306445,-76.57909920708495,39.34019360065577",""
"5e439c6c3ca2456a837a2e856afeeea2","jacobfrance","Thu, 27 Feb 2020 17:37:18 GMT","Mon, 08 Jul 2024 20:21:51 GMT","Percent of Population 18-24 Years old","Feature Service","The percent of persons, out of all persons living in an area, aged 18 to 24 years. Source: U.S. Bureau of the Census, American Community Survey Years Available: 2010, 2011-2015, 2012-2016, 2013-2017, 2014-2018, 2015-2019, 2017-2021, 2018-2022","census","The percent of persons, out of all persons living in an area, aged 18 to 24 years.  ","","Baltimore Neighborhood Indicators Alliance - Jacob France Institute (bniajfi.org)","","en-us","https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Age24_/FeatureServer","public","none","Baltimore Neighborhood Indicators Alliance","-76.71209692528068,39.197164383281496,-76.52895084597277,39.37256605526499",""
"929642cfbd1c4aed9a7deb512ab41b4c","baltimore_city","Thu, 22 Feb 2024 20:57:37 GMT","Wed, 26 Jun 2024 21:03:19 GMT","311 Customer Service Requests 2010","Feature Service","This dataset represents the 311 call for service requests for the 2010 calendar year which includes service request types and status.","311,Call,Customer Service,2010","This dataset represents the 311 call for service requests for the 2010 calendar year which includes service request types and status.","","","","en-us","https://services1.arcgis.com/UWYHeuuJISiGmgXx/ArcGIS/rest/services/311_Customer_Service_Requests_Yearly/FeatureServer/12","public","none","Baltimore City","-76.86692894999999,39.19984744000004,-76.34034999999993,39.701228710000066",""
"883208a21a9d4c13888952018de1d7c6","baltimore_city","Tue, 14 Mar 2023 18:21:56 GMT","Tue, 14 Mar 2023 18:21:56 GMT","Police Department -Baltimore, Maryland Incident Report Week Ending 03/11/2023","PDF","","Police,Public Safety,Incident,Department","This document contains citywide crime incident reports from the Baltimore Police Department  for the City of Baltimore for the week ending 03/11/2023. For any questions related to this data set please contact the Baltimore Police Department","","","",,,"public","none","Baltimore City","-76.7147999999715,39.25959999998531,-76.52249999997153,39.340999999985314",""
"79615d3037714e3bb298c76b7b913891","jacobfrance","Tue, 24 Mar 2020 17:06:50 GMT","Wed, 14 Jul 2021 16:32:52 GMT","Percentage of Residential Tax Lien Sales","Feature Service","The percentage of residential properties with city liens sold as tax certificates at the annual tax lien certificate sale held in May. Tax sales are used to collect delinquent real property taxes and other unpaid charges to the city, which are liens against the real property. The tax certificate sale is a public online auction of City lien interests on properties that occurs annually in May. Source: BidBaltimore         Years Available: 2015, 2016, 2017, 2018, 2019","housing, 2015, 2016, 2017, 2018, 2019, housing & development","The percentage of residential properties with city liens sold as tax certificates at the annual tax lien certificate sale held in May.","","Baltimore Neighborhood Indicators Alliance - Jacob France Institute (bniajfi.org)","","en-us","https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Taxlien/FeatureServer","public","none","Baltimore Neighborhood Indicators Alliance","-76.71209692528068,39.197164383281496,-76.52895084597277,39.37256605526499",""
"6f436ad2919147b288dee77e0eb5b0d6","baltimore_city","Thu, 01 Jun 2023 19:27:46 GMT","Fri, 02 Jun 2023 22:13:42 GMT","Charm City Circulator Stops","Feature Service","This dataset represents the free Baltimore City Circulator bus stops.","Public Transportation,Circulator,Circulator Stop,Bus,Geographic","This dataset represents the free Baltimore City Circulator bus stops.","","","","en-us","https://services1.arcgis.com/UWYHeuuJISiGmgXx/arcgis/rest/services/Charm_City_Circulator_Stops/FeatureServer","public","none","Baltimore City","-76.63509917901531,39.26557337555939,-76.58361560988321,39.32803143171036",""
"d2a2330d6a374ad39a24a0d7f7b58f19","baltimore_city","Wed, 27 Sep 2023 18:47:27 GMT","Tue, 16 Jul 2024 12:09:40 GMT","Parking and Moving Citations","Feature Service","This dataset represents the information on parking and moving citations issued within the City of Baltimore. Data represents years of citations and any older citations with outstanding balances.","Citations,Parking,Fines,Tickets,Violations,Transportation,Red Light Camera,Speed Camera","This dataset represents the information on parking and moving citations issued within the City of Baltimore. Data represents years of citations and any older citations with outstanding balances.","","","","en-us","https://services1.arcgis.com/UWYHeuuJISiGmgXx/arcgis/rest/services/Finance_Parking_Fines/FeatureServer","public","none","Baltimore City","",""
"84adfe2ae7d847fda47e58dca970d831","baltimore_city","Thu, 22 Feb 2024 20:44:59 GMT","Wed, 26 Jun 2024 20:49:04 GMT","311 Customer Service Requests 2007","Feature Service","This dataset represents the 311 call for service requests for the 2007 calendar year which includes service request types and status.","311,Call,Customer Service,2007","This dataset represents the 311 call for service requests for the 2007 calendar year which includes service request types and status.","","","","en-us","https://services1.arcgis.com/UWYHeuuJISiGmgXx/ArcGIS/rest/services/311_Customer_Service_Requests_Yearly/FeatureServer/15","public","none","Baltimore City","-76.71140399999996,39.22043300000007,-76.53096999999997,39.45512700000006",""
"85f6cd8c0a8646d6b13239c83df51f83","baltimore_city","Mon, 20 Mar 2023 20:00:10 GMT","Wed, 28 Aug 2024 18:39:36 GMT","Surface Water Quality Data 1995 through Present","CSV","This dataset
represents the results of two long-term routine monitoring programs at over 100
fixed sites in the City’s streams and Harbor. The Department of Public Works is
responsible for this data set. The purpose of these monitoring programs (known
as Stream Impact Sampling and Ammonia Screening) is to evaluate any long-term
trends occurring in the City’s surface waters and determine appropriate capital
investment projects or operational changes. The results may be affected by a
variety of factors, such as precipitation, land use changes, and human
behavior.  More information related to this dataset is included in the
City’s MS4 Annual Reports, posted on DPW’s website.","Environment,Water,Testing,Water Quality,Surface Water,DPW,Stream,Ammonia","This dataset represents Surface water quality from 1995 through present year in the City of Baltimore. ","","","","en-us",,"public","none","Baltimore City","-76.7147999999715,39.25959999998531,-76.52249999997153,39.340999999985314",""
"6f436ad2919147b288dee77e0eb5b0d6","baltimore_city","Thu, 01 Jun 2023 19:27:46 GMT","Fri, 02 Jun 2023 22:13:42 GMT","Charm City Circulator Stops","Feature Service","This dataset represents the free Baltimore City Circulator bus stops.","Public Transportation,Circulator,Circulator Stop,Bus,Geographic","This dataset represents the free Baltimore City Circulator bus stops.","","","","en-us","https://services1.arcgis.com/UWYHeuuJISiGmgXx/arcgis/rest/services/Charm_City_Circulator_Stops/FeatureServer","public","none","Baltimore City","-76.63509917901531,39.26557337555939,-76.58361560988321,39.32803143171036",""
"d2a2330d6a374ad39a24a0d7f7b58f19","baltimore_city","Wed, 27 Sep 2023 18:47:27 GMT","Tue, 16 Jul 2024 12:09:40 GMT","Parking and Moving Citations","Feature Service","This dataset represents the information on parking and moving citations issued within the City of Baltimore. Data represents years of citations and any older citations with outstanding balances.","Citations,Parking,Fines,Tickets,Violations,Transportation,Red Light Camera,Speed Camera","This dataset represents the information on parking and moving citations issued within the City of Baltimore. Data represents years of citations and any older citations with outstanding balances.","","","","en-us","https://services1.arcgis.com/UWYHeuuJISiGmgXx/arcgis/rest/services/Finance_Parking_Fines/FeatureServer","public","none","Baltimore City","",""
"79615d3037714e3bb298c76b7b913891","jacobfrance","Tue, 24 Mar 2020 17:06:50 GMT","Wed, 14 Jul 2021 16:32:52 GMT","Percentage of Residential Tax Lien Sales","Feature Service","The percentage of residential properties with city liens sold as tax certificates at the annual tax lien certificate sale held in May. Tax sales are used to collect delinquent real property taxes and other unpaid charges to the city, which are liens against the real property. The tax certificate sale is a public online auction of City lien interests on properties that occurs annually in May. Source: BidBaltimore         Years Available: 2015, 2016, 2017, 2018, 2019","housing, 2015, 2016, 2017, 2018, 2019, housing & development","The percentage of residential properties with city liens sold as tax certificates at the annual tax lien certificate sale held in May.","","Baltimore Neighborhood Indicators Alliance - Jacob France Institute (bniajfi.org)","","en-us","https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Taxlien/FeatureServer","public","none","Baltimore Neighborhood Indicators Alliance","-76.71209692528068,39.197164383281496,-76.52895084597277,39.37256605526499",""
"84adfe2ae7d847fda47e58dca970d831","baltimore_city","Thu, 22 Feb 2024 20:44:59 GMT","Wed, 26 Jun 2024 20:49:04 GMT","311 Customer Service Requests 2007","Feature Service","This dataset represents the 311 call for service requests for the 2007 calendar year which includes service request types and status.","311,Call,Customer Service,2007","This dataset represents the 311 call for service requests for the 2007 calendar year which includes service request types and status.","","","","en-us","https://services1.arcgis.com/UWYHeuuJISiGmgXx/ArcGIS/rest/services/311_Customer_Service_Requests_Yearly/FeatureServer/15","public","none","Baltimore City","-76.71140399999996,39.22043300000007,-76.53096999999997,39.45512700000006",""
"966585c752d1431a8a99ddff8c382bd2","baltimore_city","Tue, 29 Nov 2022 22:28:12 GMT","Tue, 29 Nov 2022 22:28:12 GMT","Police Department -Baltimore, Maryland Incident Report Week Ending 11/26/2022","PDF","","Crime,Incident,Police,Report","This document contains citywide crime incident reports from the Baltimore Police Department  for the City of Baltimore for the week ending 11/26/2022. For any questions related to this data set please contact the Baltimore Police Department","","","",,,"public","none","Baltimore City","-76.7147999999715,39.25959999998531,-76.52249999997153,39.340999999985314",""
"99277648a7b842b6b2fd37dfafe05a5a","baltimore_city","Mon, 04 Jan 2021 16:33:02 GMT","Mon, 04 Jan 2021 16:37:24 GMT","BPD Part 1 Victim Based Crime Dashboard","Web Mapping Application","","BPD crime","","","","","en-us","https://app.powerbigov.us/view?r=eyJrIjoiNTM0NTQwMjctZmIwOC00M2JkLTkzNzAtNmExM2U2MzU2NzRlIiwidCI6IjMxMmNiMTI2LWM2YWUtNGZjMi04MDBkLTMxOGU2NzljZTZjNyJ9","public","none","Baltimore City","",""
"9903b20a097c4823b3f4e211d02ec55e","baltimore_city","Tue, 26 Jan 2021 20:23:45 GMT","Tue, 02 Feb 2021 18:23:16 GMT","Police Department - Baltimore, Maryland Incident Report  1/26/2021","PDF","This document contains police department incident reports citywide in the city of Baltimore.","Public Safety","","","","",,,"public","none","Baltimore City","-8539852.472304652,4758925.557563297,-8518445.734225107,4770635.271085186",""
"9c96ae20e6cc41258015c2fd288716c4","jacobfrance","Mon, 04 Jan 2021 20:33:27 GMT","Sat, 13 Apr 2024 17:23:45 GMT","Community Statistical Areas (CSAs)  Reference Boundaries","Feature Service","Community Statistical Area geographies for Baltimore City. Based on aggregations of Census tract (2010) geographies.","csa,baltimore,bnia,communities,neighborhoods","","","","","en-us","https://services1.arcgis.com/mVFRs7NF4iFitgbY/arcgis/rest/services/Community_Statistical_Areas_(CSAs)__Reference_Boundaries/FeatureServer","public","none","Baltimore Neighborhood Indicators Alliance","-76.71140731193493,39.19724125672252,-76.52967633332699,39.372008132980255",""
"de45b9cad20141ebb82fae0da8b3e2c6","esri_en","Tue, 27 Jun 2017 22:01:14 GMT","Wed, 26 Jun 2024 22:14:45 GMT","Light Gray Canvas","Web Map","This map is designed to focus attention on your thematic content by providing a neutral background with minimal colors, labels, and features. The map is intended to support the ArcGIS Online basemap gallery. For more details on the map, please visit the Light Gray Base and Light Gray Reference.","basemap,vector","This map is designed to focus attention on your thematic content by providing a neutral background with minimal colors, labels, and features.","","","This work is licensed under the Esri Master License Agreement. View Terms of Use","en-us",,"public","custom","esri_en","-180,-89.9962,180,89.9962",""
"e64f06e8d912465a96f9ea9bfdb72676","esri","Sat, 16 Feb 2019 01:09:00 GMT","Fri, 23 Aug 2024 16:56:34 GMT","Community Map","Web Map","This web map provides provides a customized world basemap that is uniquely symbolized. It is optimized to display special areas of interest (AOIs) that have been created and edited by Community Maps contributors. These special areas of interest include landscaping features such as grass, trees, and rock and sports amenities like tennis courts, football and baseball field lines, and more. This vector tile layer is built using the same data sources used for the World Topographic Map and other Esri basemaps. Alignment of boundaries is a presentation of the feature provided by our data vendors and does not imply endorsement by Esri or any governing authority. Use this Map This map is designed to be used as a basemap for overlaying other layers of information or as a stand-alone reference map.  You can add layers to this web map and save as your own map.  If you like, you can add this web map to a custom basemap gallery for others in your organization to use in creating web maps.  If you would like to add this map as a layer in other maps you are creating, you may use the Community tile layer referenced in this map. Customize this Map Because this map includes a vector tile layer, you can customize the map to change its content and symbology.  You are able to turn on and off layers, change symbols for layers, switch to alternate local language (in some areas), and refine the treatment of disputed boundaries.   For details on how to customize this map, please refer to the Esri Vector Basemap Reference Document (v2) and vector basemap articles on the ArcGIS Online Blog. Fonts available for use in the style resource directory are under the OFL, Open Font License. This map was designed and created by Cindy Prostak.","esri_basemap,creative,Cindy Prostak,general availability,wma,v2,basemaps,vector,basemap","This web map provides a detailed vector tile basemap for the world featuring a style that is optimized to display special areas of interest (AOIs) that have been created and edited by Community Maps contributors.","","Sources: Esri, TomTom, Garmin, FAO, NOAA, USGS, © OpenStreetMap contributors, and the GIS User Community","This work is licensed under the Esri Master License Agreement. View Summary | View Terms of Use Alignment of boundaries is a presentation of the feature provided by our data vendors and does not imply endorsement by Esri or any governing authority.","en-us",,"public","custom","Esri","-179.99999999999696,-79.99999999999864,179.99999999999696,79.99999999999864",""
"75a3ce8990674a5ebd5b9ab66bdab893","esri","Mon, 27 Jun 2016 15:40:20 GMT","Fri, 23 Aug 2024 16:55:25 GMT","Newspaper Map","Web Map","This web map provides a customized vector basemap for the world symbolized with a unique ""newspaper"" styled map. It has a black & white appearance with select features highlighted in red.  Many of the area fills have halftone patterns commonly found in traditional newspaper printing. This vector tile layer is built using the same data sources used for the World Topographic Map and other Esri basemaps.  The comprehensive map data includes highways, major roads, minor roads, railways, water features, cities, parks, landmarks, building footprints, and administrative boundaries. Use this Map This map is designed to be used as a basemap for overlaying other layers of information or as a stand-alone reference map.  You can add layers to this web map and save as your own map.  If you like, you can add this web map to a custom basemap gallery for others in your organization to use in creating web maps.  If you would like to add this map as a layer in other maps you are creating, you may use the tile layer item referenced in this map. Customize this Map Because this map includes a vector tile layer, you can customize the map to change its content and symbology.  You are able to turn on and off layers, change symbols for layers, switch to alternate local language (in some areas), and refine the treatment of disputed boundaries.   For details on how to customize this map, please refer to the Esri Vector Basemap Reference Document (v2) and vector basemap articles on the ArcGIS Online Blog. This map was designed and created by Cindy Prostak.","vector,esri_basemap,custom,style,unique,sample,newspaper,Cindy Prostak,creative","Unique take on the Esri vector tile basemap. This Newspaper style web map is a black &amp; white design with halftone patterns, red highlights, and stylized fonts.","","Sources: Esri, TomTom, Garmin, FAO, NOAA, USGS, © OpenStreetMap contributors, and the GIS User Community","This work is licensed under the Esri Master License Agreement. View Summary | View Terms of Use Alignment of boundaries is a presentation of the feature provided by our data vendors and does not imply endorsement by Esri or any governing authority.","en-us",,"public","custom","Esri","-132.5708,-46.5126,127.0581,66.3292",""
"a343955125bf4002987c400ad6d0346c","esri_en","Tue, 27 Jun 2017 22:01:14 GMT","Wed, 26 Jun 2024 22:14:51 GMT","Dark Gray Canvas","Web Map","This map is designed to focus attention on your thematic content by providing a neutral background with minimal colors, labels, and features. The map is intended to support the ArcGIS Online basemap gallery. For more details on the map, please visit the Dark Gray Base and Dark Gray Reference.","basemap,vector","This map is designed to focus attention on your thematic content by providing a neutral background with minimal colors, labels, and features.","","","This work is licensed under the Esri Master License Agreement. View Terms of Use","en-us",,"public","custom","esri_en","-180,-89.9962,180,89.9962",""
"8d91bd39e873417ea21673e0fee87604","esri","Wed, 27 Sep 2017 14:11:51 GMT","Fri, 23 Aug 2024 16:55:21 GMT","Nova Map","Web Map","This web map provides a detailed vector tile basemap for the world featuring a dark background with glowing blue symbology inspired by the ArcGIS.com splash screen. The Nova map emulates this color scheme, with a grid pattern across the ocean and stripes or square stippled patterns for land use features visible at larger scales. The colors are reminiscent of science-fiction shows, where one is looking at a map of the world on a 'head's up' device or a map that would be projected from a transparent glass wall. Additional graphics in the oceans presents a futuristic user interface. The futuristic and less terrestrial feel theme continues with the geometric patterns, starburst city dot symbols, and cool color scheme. The fonts displayed are clean and squarish (san serif) with a futuristic, science-fiction, or high technology appearance. Use this Map This map is designed to be used as a basemap for overlaying other layers of information or as a stand-alone reference map.  You can add layers to this web map and save as your own map.  If you like, you can add this web map to a custom basemap gallery for others in your organization to use in creating web maps.  If you would like to add this map as a layer in other maps you are creating, you may use the tile layer item referenced in this map. Customize this Map Because this map includes a vector tile layer, you can customize the map to change its content and symbology.  You are able to turn on and off layers, change symbols for layers, switch to alternate local language (in some areas), and refine the treatment of disputed boundaries.   For details on how to customize this map, please refer to the Esri Vector Basemap Reference Document (v2) and vector basemap articles on the ArcGIS Online Blog. This map was designed and created by Cindy Prostak.","vector,basemap,esri_basemap,creative,Cindy Prostak","This web map provides a detailed vector tile basemap for the world featuring a dark background with glowing blue symbology inspired by the ArcGIS.com splash screen.
","","Sources: Esri, TomTom, Garmin, FAO, NOAA, USGS, © OpenStreetMap contributors, and the GIS User Community","This work is licensed under the Esri Master License Agreement. View Summary | View Terms of Use Alignment of boundaries is a presentation of the feature provided by our data vendors and does not imply endorsement by Esri or any governing authority.","en-us",,"public","custom","Esri","-159.8145,-45.3279,99.8145,67.0037",""
"75b4854cc44c48399dfa1f7c79f76b01","baltimore_city","Sun, 09 Jul 2023 04:50:37 GMT","Sat, 20 Jul 2024 16:07:17 GMT","Police Posts","Feature Service","The BPD Post boundaries show the coverage areas within Districts and Sectors in Baltimore City that BPD units are responsible for responding within for calls for service. Addresses in calls for service are geo-verified in the City’s public safety applications, and each address will have Post value assigned based on the geographic location within the Post boundaries. Data Dictionary: field_name description data_type range_of_possible_values example_values searchable 1 OBJECTID The database’s internal unique identifier for the data table record. Number 0 - 999999999 4721 No 2 DistrictCode The code number value of each Police District, as designated by the Police Department. Number 1 through 9 1, 2, 3, 4, 5, 6, 7, 8, 9 Yes 3 DistrictName Official names for each Police District. Free Text Entry Central, Eastern, Northern, Southern, Northeastern, Northwestern, Southeastern, Southwestern, Western Central, Eastern, Northern, Southern, Northeastern, Northwestern, Southeastern, Southwestern, Western Yes 4 DistrictAbbr The abbreviation values for each Police District. Free Text Entry CD, ED, ND, SD, NED, NWD, SED, SWD, WD CD, ED, ND, SD, NED, NWD, SED, SWD, WD Yes 5 SectorNum The code number value of each Police Sector in each District, as designated by the Police Department. Number 1 through 3 1, 2, 3 Yes 6 SectorName Official names for each Police Sector in each District. Free Text Entry Sector 1, Sector 2, Sector 3 Sector 1, Sector 2, Sector 3 Yes 7 SectorLabel Official names for each Police Sector in each District; also used as labeling values for cartographic purposes. Free Text Entry Central, Eastern, Northern, Southern, Northeastern, Northwestern, Southeastern, Southwestern, Western, Sector 1, Sector 2, Sector 3 Central Sector 1, Southern Sector 3 Yes 8 Shape The geometry designation of the centerline feature, for GIS purposes. Category Polyline Polyline No 9 SHAPE_Length ESRI geodatabase internal length field (in feet). Number 0 - 999999999 46759.67161 No 10 SHAPE_Area ESRI geodatabase internal area field (in square feet). Number 0 - 999999999 66911273.1 No","Baltimore City Police Department,BPD,Police,Police Post,Post,Boundary,Boundaries,Public Safety,Geographic","This data represents the Baltimore City Police Department (BPD) Post boundaries within the BPD Districts and Sectors.","","BPD Information Technology Division, Data Driven Services Division, BPD GIS. This data is current and has been put into effect in BPD’s and other City public safety operations on July 9, 2023. The data will be updated as needed. All reference to BPD responding Post within Districts and Sectors for 911 call for service data beginning at 7:00 a.m. on 7/9/23 should reference this Post boundary data.","","en-us","https://services1.arcgis.com/UWYHeuuJISiGmgXx/arcgis/rest/services/Police_Post/FeatureServer","public","none","Baltimore City","-76.7120019039199,39.19715653697035,-76.52894960672162,39.37255794457028",""
"761fb716c9ba48e1bf1528e99b950cb2","baltimore_city","Tue, 27 Jun 2023 16:24:05 GMT","Tue, 27 Jun 2023 16:24:05 GMT","Police Department -Baltimore, Maryland Incident Report Week Ending 06/24/2023","PDF","","Police,Public Safety","This document contains citywide crime incident reports from the Baltimore Police Department  for the City of Baltimore for the week ending 06/24/2023. For any questions related to this data set please contact the Baltimore Police Department","","","",,,"public","none","Baltimore City","-76.71479999997021,39.25959999998464,-76.52249999997024,39.340999999984646",""
"6e03e8c26aad4b9c92a87c1063ddb0e3","esri_en","Sat, 18 Feb 2012 18:07:19 GMT","Tue, 21 Sep 2021 22:04:09 GMT","Topographic","Web Map","Important Note: This item is in mature support. There are new versions of basemaps available for your use.  Esri recommends updating your maps and apps to use the appropriate new version. This topographic map is designed to be used as a basemap and a reference map.  The map has been compiled by Esri and the ArcGIS user community from a variety of best available sources.  The map is intended to support the ArcGIS Online basemap gallery.  For more details on the map, please visit the World Topographic Map service description.","basemap","This item is in mature support.","","","This work is licensed under the Esri Master License Agreement. View Terms of UseView Terms of UseView Terms of UseView Terms of Use","english (united states)",,"public","custom","esri_en","-180,-90,180,90","[]"
